,cluster
MF471676,38
MG198977,37
MK705906,47
MK871743,47
MK871745,37
MN543890,47
MN543892,37
MN646188,37
MN086856,38
CY157711,47
CY157719,47
CY157727,47
CY157799,38
CY157807,47
CY157895,47
CY157903,47
CY159799,47
CY158385,47
CY158281,47
CY158977,47
CY159145,47
CY159153,47
CY159169,47
CY159273,38
CY159465,47
CY159474,38
CY159473,37
CY116396,49
CY116404,49
KJ413895,38
KJ413897,38
KJ413899,38
KJ413901,38
KJ413911,38
DQ280250,47
KJ413903,38
KJ413905,38
KJ413907,38
KJ413908,38
KM489563,58
KM489564,58
CY026435,47
KJ413913,38
DQ280243,47
CY026443,47
DQ469994,38
CY022381,47
AY619977,30
KM489568,58
DQ280236,37
DQ280227,37
DQ280219,47
DQ280212,37
DQ280195,47
CY026451,47
KM489566,58
KM489567,58
CY022389,47
KM489565,58
KX264753,38
KX264754,38
KX264755,38
KX264756,38
KX264757,38
KX264758,38
KX264759,38
KX264746,38
AY619969,30
MK462790,38
MF045280,55
MN311012,37
MH346731,58
MF099400,58
MF099225,58
MF098833,58
JF316643,38
JF312064,38
JF312065,38
JQ738131,38
JQ738139,38
JF263535,38
JX657759,38
JX657817,38
JF263536,38
KC020473,38
KC261886,38
KC951138,38
KT164899,47
KY413005,47
KX518675,58
KT198621,47
KT274680,47
KT356712,37
MG669451,37
MG917062,47
MH201010,58
MF144698,51
MF768424,37
MF673427,55
MH992674,55
MK156634,37
MK564253,37
MK878735,37
MN436830,51
KR701017,49
KR700584,49
KR700993,49
KR701009,49
KU245747,58
KR701001,49
JF713874,47
HQ825235,38
HQ825243,38
HQ825190,38
JF714100,58
HQ825182,38
CY080410,58
CY080440,58
CY158633,38
CY160170,38
KX571070,38
KX571071,38
KX571076,38
KX571072,38
KX571108,58
KX571110,58
KX571079,38
KX571075,38
KX571107,58
KX571074,38
KX571073,38
KX571068,38
KX571111,58
KX571078,38
EU826543,38
MK328628,47
MK328767,47
MK328717,47
MK328572,38
MK328733,38
MK328653,47
MK328564,38
MK328556,47
MK328612,38
MK328588,38
MK328677,47
MK328751,38
MK328783,38
MK328580,47
MK328759,47
MK328775,38
MK328620,38
MK328709,47
KX571069,38
CY246372,47
MN200996,58
MG962480,58
MN201004,58
MN201012,58
MN201020,58
MN201028,58
MF098942,58
MF099062,37
MF099255,58
MH396585,37
MF098874,37
MH396579,37
MH396605,37
MH396582,37
MH396594,37
MH396557,37
MH396588,37
MF099392,37
MH347011,58
MH346952,58
MH346738,37
MH346659,37
MH346857,37
MH346538,37
MH346981,37
MH347004,37
MH346862,37
MH347139,37
MH347230,37
MH346600,37
MH346912,37
MH346855,37
MH346597,37
MH346692,37
MH347220,37
MH346776,37
MH346654,37
MF098953,58
MF099012,58
MF099213,37
MF098937,37
MH346899,37
AB514937,47
AB514936,47
AB514938,47
AB434296,47
AB434376,38
EU296617,38
MF099234,58
MF098960,58
MF098830,58
MF099360,58
KC631872,58
AB600851,47
AB434416,47
AB600852,47
MH346980,37
MH346931,37
AB620163,47
AB620191,38
AB620199,38
AB620175,47
AB620207,58
EU296607,47
FR871195,58
CY158641,38
CY158697,38
CY159049,47
CY160205,47
CY158745,38
AY619961,29
CY246169,51
CY246516,38
MK462306,58
KX264751,38
CY159073,38
CY194589,58
CY195150,47
CY195086,38
CY195110,58
CY195183,38
CY195191,38
CY195207,58
CY195271,58
CY195367,38
CY195391,38
CY195439,58
CY195431,58
CY195455,47
CY195463,38
CY195599,38
CY195479,58
CY195487,38
CY245657,38
CY245649,38
MF768499,38
CY245681,38
CY245713,38
CY245721,47
CY245745,38
CY245777,38
CY245785,38
CY245849,58
CY245865,58
CY245873,38
CY245921,38
CY245993,38
MK462362,51
CY246113,38
CY246161,58
CY246178,38
CY246177,58
CY246219,58
CY246420,38
CY246548,38
CY246564,38
CY245633,38
CY250816,51
MK462758,51
CY246763,58
MK462659,38
MK462507,58
MK462419,51
MK462354,38
MK462467,38
MK462491,38
MK462563,38
MK462475,58
MK462726,58
MK462958,38
MK462918,58
MK462451,38
KX013013,58
KR700727,49
KR700719,58
KM368313,58
MN416639,49
MN416640,49
MN416641,49
MN416642,49
MN416643,49
MN416644,49
AY646424,13
EU116040,38
JQ695871,58
MN416645,49
JQ695879,58
MN416646,49
MN416647,49
JF951849,58
JQ695887,58
JQ695895,58
MN416648,49
MN416649,49
JQ695863,58
MN416650,49
MN416651,49
KP735713,49
KP735714,49
KP735715,49
KP735712,49
EU516304,41
EU502884,47
FJ374511,47
MG983997,49
EU502885,47
FJ789832,47
KM594561,49
KC779048,41
KP404388,49
KP404380,49
CY159361,37
KY120212,37
KY766096,37
MF150380,37
MN307894,51
HQ840338,37
JX975041,47
CY122318,38
KC238317,38
KC405500,38
KC405491,37
JX657823,38
KC844200,47
KC844209,37
KM013804,37
KX230386,37
KX452950,37
KY078301,47
KY174896,55
MG266001,51
MK014573,47
MK240292,47
MN509169,37
MN542899,37
MK551231,47
KT313464,51
KU598253,37
MH551254,47
KT595721,37
MG977428,37
MH444851,47
MH595470,37
MH802662,37
MK122743,47
MK677404,38
MK714851,37
MN150150,47
MN389231,38
MT020056,47
MF194234,38
MF194858,38
MF194710,47
MF195010,47
MF194258,47
MF194170,38
MF194478,37
MF194290,37
MF194210,37
MF194954,47
MF194510,38
CY159113,38
KJ130212,47
KR701273,48
KR701281,48
KR700145,49
KR700153,49
KR700161,37
KR701265,48
KR700169,49
KR700177,37
KR700592,37
KR701304,48
KR701463,48
KR700185,49
KR701041,49
KR701447,48
MF872853,49
MF872832,49
MF872846,49
MF872844,49
CY116550,37
CY020501,48
MF872855,48
MF872818,-1
MF872838,49
CY009892,49
KR700597,49
CY010580,49
KR700350,37
HF674896,48
HF674912,37
CY116558,48
HF674888,49
HF674904,37
HE774666,48
MK235136,49
MK300668,49
MK300676,49
HQ728110,58
HQ728094,58
HQ728102,58
HQ393493,58
GU324344,58
CY157743,47
CY022397,47
CY026459,47
CY022269,47
CY024986,47
CY026475,47
CY026483,47
CY036863,47
CY032929,47
CY022405,47
CY026491,47
CY027299,47
CY022045,47
CY022053,47
CY022061,47
CY022109,47
CY027307,47
CY022117,47
CY026419,47
CY009916,47
CY022029,47
CY028179,47
CY022125,47
CY025205,47
CY028427,47
CY024941,47
CY022133,47
CY027515,47
CY024942,47
CY022277,47
CY022141,47
CY022285,47
CY022037,47
CY028435,47
CY022293,47
CY027523,47
CY022301,47
CY024954,47
CY024962,47
CY024970,47
CY024978,47
CY030735,47
CY024950,47
KC435084,38
MG967545,47
MK512713,47
KX150719,58
MG832851,47
CY157631,47
CY157607,38
CY159137,47
CY159621,38
CY159761,47
CY159289,38
CY045583,37
CY159257,47
CY157911,47
CY158031,37
CY157999,47
CY158023,47
CY158015,38
CY158393,38
CY045535,37
KJ640579,47
KM185948,47
KM185788,37
KJ640836,47
KM185932,38
KJ640780,37
KJ640251,37
CY095675,38
JN652407,38
JN652408,38
JN652507,38
JN652508,38
JN673250,58
JN673258,58
JX280450,38
MN384852,47
KJ605108,37
MG132039,38
MG706995,47
MG870367,47
MH031335,37
MH031329,51
MH445461,55
MH843159,47
MK024145,38
MK176502,38
MK243686,47
MK388528,55
MK512723,47
MK599379,51
MH647816,37
MF092751,47
MG241355,51
MK705902,55
MN963929,55
MK799861,47
CY158809,47
CY157623,47
CY157703,38
CY158833,47
CY159613,47
CY157919,37
CY159846,38
CY158007,47
CY159001,47
CY159483,38
KM355385,38
KM355393,38
KJ162037,47
KC859214,38
EU004444,37
HQ541640,47
MN416652,49
MN416653,49
KP336278,49
KP404396,49
KJ725064,49
KP404404,49
KP404412,49
KP404420,49
MN416654,49
MN416655,49
MN416656,49
MN416657,49
MN416658,49
KP404428,49
MH347151,58
MH346610,58
AB914508,-1
KC222620,58
AB434352,46
CY045748,57
CY045740,57
MK881755,55
MK358872,51
MK371671,51
MN193098,51
MN450671,58
MN688590,51
MN999917,51
MN054344,50
MK160103,58
CY080402,58
CY080424,58
CY080407,58
CY080432,58
MN201036,58
MN201044,58
MN201060,58
MN201068,58
MN201076,58
MN201084,58
MN201092,58
CY157927,47
MT233941,38
JX092313,47
JX080548,38
KF574774,38
KF382708,58
MK577665,38
MK705904,47
MK967619,55
MN436839,38
MN608561,38
KC631936,58
MK109371,55
MG962488,37
MN201100,58
MN201108,58
MN201116,58
MN201124,58
MN201132,58
MN201140,58
MN201148,58
MG962496,38
KC222548,58
CY026283,47
CY032213,47
CY026291,47
CY022413,47
CY178711,47
CY022421,47
CY039917,47
CY022429,47
CY026299,47
CY022437,47
CY028187,47
CY036799,47
CY178703,47
CY022994,47
CY022445,47
CY022453,47
CY022461,47
JX964962,38
KU229963,37
MF566111,55
MG521117,47
JX092558,47
KY888295,37
MG977436,55
KC222516,48
KF367587,38
KC592052,38
JQ815878,11
KX421150,41
HQ541704,58
DQ139320,47
MF001015,49
KJ729270,49
MF969272,13
KU177213,58
CY079544,49
MN571271,38
CY252311,38
MN571279,38
MN571287,38
MN571295,38
MN571303,38
CY251103,38
CY251135,38
MN571311,38
CY251983,38
CY251951,38
CY252783,38
CY252791,38
CY251943,38
CY254377,38
CY253338,38
CY253450,38
CY253674,38
CY254609,38
CY251583,38
CY254465,38
CY251591,38
MN571319,38
CY254481,38
CY253682,38
CY253482,38
MN571327,38
CY253754,38
CY253490,38
CY253514,38
CY253306,38
CY253322,38
CY251919,38
CY253242,38
CY253594,38
CY253602,38
CY253930,38
MN571335,38
CY253938,38
CY253922,38
CY254953,38
CY252167,38
CY254961,38
CY255025,38
CY255081,38
MN571343,38
MN571351,38
CY254617,38
CY252415,38
MN571359,38
MN571367,38
MN571375,38
CY254489,38
MN571383,38
MN571391,38
CY254625,38
CY254545,38
CY254633,38
MN571399,38
MN571407,38
CY252023,38
MN571415,38
MN571423,38
MN571431,38
MN571439,38
MN571447,38
MN571455,38
MN571463,38
MN571471,38
CY254577,38
MN571479,38
MN571487,38
CY252327,38
MN571495,38
MN571503,38
MN571511,38
MN571519,38
MN571527,38
MN571535,38
MN571543,38
MN571551,38
MN571559,38
MN571567,38
MN571575,38
MN571583,38
MN571591,38
MN571599,38
MN571607,38
CY251303,38
MN571615,38
MN571623,38
MN571631,38
MN571639,38
MN571647,38
CY251671,38
CY252503,38
MN571655,38
MN571663,38
CY250921,38
MN571671,38
MN571679,38
MN571687,38
CY250913,38
CY251247,38
MN571695,38
MN571703,38
MN571711,38
CY250937,38
MN571719,38
MN571727,38
MN571735,38
MN571743,38
MN571751,38
MN571759,38
MN571767,38
MN571775,38
MN571783,38
CY254098,38
CY254130,38
CY254138,38
MN571791,38
MN571799,38
MN571807,38
MN571815,38
MN571823,38
MN571831,38
CY251255,38
MN571839,38
MN571847,38
CY254162,38
CY254154,38
CY251335,38
CY254106,38
MN571855,38
CY251687,38
MN571863,38
CY254913,38
MN571871,38
CY251519,38
MN571879,38
CY252511,38
CY254234,38
MN571887,38
CY255137,38
MN571895,38
CY251743,38
MN571903,38
MN571911,38
MN571919,38
CY252199,38
MN571927,38
MN571935,38
MN571943,38
MN571951,38
MN571959,38
CY251759,38
MN571967,38
MN571975,38
MN571983,38
CY252287,38
MN571991,38
MN571999,38
MN572007,38
MN572015,38
CY252895,38
MN572023,38
MN572031,38
MN572039,38
MN572047,38
MN572055,38
CY112885,38
KM821316,38
CY039079,38
CY252263,38
MN572063,38
MN572071,38
CY252335,38
MN572079,38
MN572087,38
MN572095,38
MN572103,38
MN572111,38
MN572119,38
MN572127,38
MN572135,38
MN572143,38
MN572151,38
MN572159,38
MN572167,38
MN572175,38
MN572183,38
MN572191,38
MN572199,38
MN572207,38
MN572215,38
MN572223,38
MN572231,38
MN572239,38
MN572247,38
CY253210,38
MN572255,38
MN572263,38
MN572271,38
MN572279,38
MN572287,38
MN572295,38
MN572303,38
MN572311,38
MN572319,38
CY252359,38
MN572327,38
CY253218,38
CY252391,38
MN572335,38
MN572343,38
MN572351,38
MN572359,38
MN572367,38
CY253170,38
MN572375,38
MN572383,38
MN572391,38
MN572399,38
MN572407,38
MN572415,38
MN572423,38
MN572431,38
MN572439,38
MN572447,38
MN572455,38
MN572463,38
MN572471,38
MN572479,38
MN572487,38
MN572495,38
CY253146,38
CY252255,38
MN572503,38
MN572511,38
MN572519,38
MN572527,38
MN572535,38
MN572543,38
MN572551,38
MN572559,38
MN572567,38
CY251783,38
MN572575,38
MN572583,38
MN572591,38
MN572599,38
MN572607,38
MN572615,38
MN572623,38
MN572631,38
MN572639,38
MN572647,38
MN572655,38
MN572663,38
MN572671,38
MN572679,38
MN572687,38
MN572695,38
MN572703,38
MN572711,38
MN572719,38
MN572727,38
MN572735,38
MN572743,38
MN572751,38
MN572759,38
CY251663,38
MN572767,38
MN572775,38
CY254281,38
CY251863,38
MN572783,38
CY251879,38
CY251887,38
CY254226,38
MN572791,38
MN572799,38
MN572807,38
CY253818,38
MN572815,38
CY090869,38
CY090877,38
CY092430,58
CY092446,58
CY092454,58
CY092462,58
CY092470,58
CY092478,58
CY092486,58
CY092494,58
CY092502,58
CY093133,58
CY092510,58
CY092518,58
CY092526,58
CY092534,58
CY092542,58
CY092550,58
CY092558,58
CY092566,58
CY093141,58
CY092574,58
CY093149,58
CY092816,58
CY092582,58
CY092590,58
CY093101,58
CY092598,58
CY092385,58
CY092606,58
CY092614,58
CY093109,58
CY092622,58
CY092630,58
CY092638,58
CY092646,58
CY092654,58
CY092824,58
CY092662,58
CY092670,58
CY092678,58
CY092686,58
CY092694,58
CY092409,58
CY092832,58
CY092702,58
CY092710,58
CY092718,58
CY092726,58
CY092734,58
CY092840,58
CY092742,58
CY092848,58
CY092856,58
CY092864,58
KT454955,13
KU646960,9
KY487478,58
KY487725,58
KY487147,58
KY487209,58
KY487330,58
KY487744,58
KY487602,58
KY487436,58
KY487591,58
KY487403,58
KY487233,58
KY487248,58
KY487365,58
KY487709,58
KY949789,38
KY949971,38
MH637773,38
MH637801,38
KT889250,38
KT889251,38
CY008212,38
CY007307,38
MH329064,58
MG431434,58
MG279485,58
MG279486,58
MG431435,58
MH329065,58
MH329066,58
MG279487,58
MG431436,58
MH329067,58
MH329068,58
MH329069,58
MH329070,58
MH329071,58
MH329072,58
MH329073,58
MG279488,58
MH329074,58
MG431437,58
MH329075,58
MH329076,58
MH329077,58
MH329078,58
MG279500,58
MG431449,58
MH329079,58
MH329080,58
MH329081,58
MH329082,58
MH329083,58
MH329084,58
MG431450,58
MG279501,58
MH329085,58
MH329086,58
MH329087,58
MG279490,58
MG431439,58
MG279502,58
MH329088,58
MG431451,58
MH329089,58
MH329090,58
HQ291874,37
MH329091,58
MH329092,58
MH329093,58
MH329094,58
MG279503,58
MG431452,58
MH329095,58
MH329096,58
MH329097,58
MH329098,58
MH329099,58
MH329100,58
MH329101,58
MH329102,58
MH329103,58
MH329104,58
MH329105,58
MH329106,58
MH329107,58
MH329108,58
MH329109,58
MH329110,58
MH329111,58
MG279493,58
MG431442,58
MH329112,58
MH329113,58
MH329114,58
MH329115,58
MH329116,58
DQ508873,37
MH329117,58
MH329118,58
MH329119,58
MH329120,58
MH329121,58
MH329122,58
MH329123,58
MH329124,58
MH329125,58
MH329126,58
MH329127,58
MH329128,58
MH329129,58
MH329130,58
MG431443,58
MG279494,58
MH329131,58
MH329132,58
MH329133,58
MH329134,58
MH329135,58
MH329136,58
MH329137,58
MH329138,58
MH329139,58
MH329140,58
MH329141,58
MH329142,58
MH329143,58
MH329144,58
HQ291881,37
MH329145,58
MH329146,58
MH329147,58
MH329148,58
MH329149,58
MH329150,58
MH329151,58
MH329152,58
MH329153,58
MH329154,58
MH329155,58
MH329156,58
MH329157,58
MG431444,58
MG279495,58
MH329158,58
MH283061,58
MH329159,58
MH329160,58
MG431445,58
MG279496,58
MH329161,58
MG431446,58
MH329162,58
MG279497,58
MH329163,58
MH329164,58
MH329165,58
MH329166,58
HQ291876,37
HQ291882,37
HQ291892,37
JN187137,58
JN187143,58
HQ291894,37
HQ291873,37
JN187148,58
JN187149,58
HQ291893,37
JN187138,58
JN187136,58
CY040154,37
JQ693689,58
CY045242,58
HQ695920,58
CY084231,37
CY053490,58
JN187150,58
JQ693690,58
CY053498,58
JQ693691,58
HQ291875,37
DQ508881,20
JQ693692,58
JN187144,58
HQ291880,37
JN187125,58
HQ291883,37
JN187151,58
HQ291884,37
HQ291877,37
HQ291885,37
JN187152,58
HQ291879,37
JN187139,58
KM244511,9
KM244519,9
JN187142,58
JN187153,58
JQ693693,58
JQ693694,58
JQ693695,58
JN187130,58
MH329167,58
MG279504,58
MH329168,58
MG431453,58
MH329169,58
MH329170,58
CY040138,37
CY040146,37
CY047744,58
JN187140,58
JQ693686,58
HQ291878,37
JN187145,58
HQ291871,37
JN187147,58
HQ291872,37
CY040074,37
HQ291886,37
HQ291887,37
JQ693687,58
JN187126,58
JN187133,58
JN187135,58
JQ693688,58
HQ291870,37
JN187146,58
HQ291888,37
CY039399,38
CY039407,38
CY040098,38
CY040106,37
CY040050,38
JN381213,58
MH329171,58
JN381215,58
MH329172,58
CY040058,37
JN187132,58
JN187134,58
JN187141,58
JN187131,58
JN187129,58
HQ291889,37
HQ291890,37
CY040082,38
JN381259,58
MH329173,58
JN381307,58
MH329174,58
MH329175,58
JN381293,58
MH329176,58
JN381327,58
MH329177,58
MG431433,58
MG279484,58
MH329178,58
JN381339,58
HQ291891,37
JN187127,58
JN187128,58
KP792300,12
KP792308,12
CY062995,58
CY063003,58
CY063011,58
CY071063,58
CY071071,58
CY072526,58
CY073733,58
CY129550,58
CY129950,58
CY129958,58
CY129966,58
KY926161,58
CY032277,20
MN572823,38
CY254473,38
MN572831,38
CY252911,38
CY253042,38
CY253706,38
CY253234,38
CY253442,38
CY253458,38
CY253474,38
CY253506,38
CY253906,38
CY251695,38
CY252087,38
CY255145,38
CY251799,38
CY252271,38
MN572839,38
CY254721,38
CY255505,38
CY254929,38
CY252887,38
CY252946,38
CY251647,38
CY254265,38
MN572847,38
CY251999,38
MN572855,38
MN572863,38
CY251271,38
CY250961,38
CY252759,38
CY255225,38
CY255233,38
CY105878,38
CY104084,38
CY104300,37
CY105238,38
CY104092,38
CY104100,38
CY104854,37
CY104862,37
CY105246,38
CY105470,38
CY105350,37
CY105358,38
CY105758,38
CY105366,38
CY104228,38
CY105374,38
CY104236,38
CY105382,38
CY105390,38
CY105398,38
CY105766,38
CY105406,38
CY104244,37
CY105414,38
CY104252,38
CY105422,38
CY105430,38
CY105438,38
CY105446,38
CY105454,38
CY105462,38
CY104196,38
CY104204,38
CY104108,38
CY104116,38
CY105262,38
CY104124,38
CY105182,37
CY098524,40
CY098540,24
JX262650,13
MH498595,13
MH498598,13
MH498632,13
MN208022,9
MN207976,6
MN208012,9
MN208044,9
MN208030,9
MN207987,9
AM408214,13
CY061885,13
AF250479,19
CY022637,13
CY076029,30
CY076045,30
LC200936,13
KT889252,38
KY925117,58
KC782140,58
CY214642,38
MH084062,58
KX414713,38
CY216041,38
MH084067,58
MK745752,38
MN002456,38
CY216961,58
MH082884,38
MK745760,38
MK857483,38
KX409251,58
CY216049,38
MH082892,38
MK631610,58
GQ160531,58
KT841405,38
KX918612,58
MH127189,38
MK677347,38
MN002464,38
KX409259,58
CY226647,38
MH126178,58
MN002472,38
MK677355,38
KT842786,38
CY226623,38
MH127201,38
MK676708,58
KT842670,38
KX409275,58
KX409267,58
CY226631,58
MH126186,58
KT842646,38
CY226583,38
MH586396,38
MK857489,38
MN248019,38
KT835723,38
KX409283,58
KY044767,58
CY226591,38
MH183934,58
MK857497,38
MN002480,38
KT842300,38
CY226599,58
MH586404,38
CY226607,38
MH183938,58
MN004490,58
KX407179,58
CY226655,38
MN085147,38
MN248024,38
KX407187,58
CY223389,58
CY223397,58
MH246117,58
MN002488,38
KT840132,38
CY223798,38
CY224926,38
MH792455,38
MH246751,38
MN004498,58
KT839974,38
CY224918,38
CY223790,38
MH246759,38
KT839815,38
CY230293,38
MH306023,58
MT245103,58
KT839892,38
KU589456,38
KX918732,58
CY230253,38
MH358878,38
MT245111,58
KU590687,38
KX918740,58
MH358886,38
MT245119,58
KT840538,38
KU589472,38
KU589464,38
KX410435,58
MK241164,38
MT245129,58
KU591508,38
KU590242,38
KX915028,58
CY230285,38
MK241101,38
MT246072,38
MT246079,38
KX004485,58
KX410443,58
KT839722,38
KX408195,58
KX004493,58
KX915036,58
CY230301,38
MT303744,58
KT840260,38
CY233235,58
MT331383,58
KX915284,58
MT331392,58
KX915644,58
CY230277,38
MT467164,38
MT466368,58
KY289073,38
CY228341,38
CY227630,38
MT466376,58
KY289092,38
CY209072,38
CY227638,38
MT466384,58
CY234288,38
CY233760,58
CY211058,58
CY228549,38
CY228557,38
CY211882,38
CY233290,38
CY238242,38
CY211890,38
CY239689,38
CY238229,38
CY233259,38
CY213114,38
CY233298,58
CY218974,38
CY214386,38
CY233306,38
CY216841,58
CY216849,58
CY239649,38
CY214634,38
CY238787,38
CY238235,38
CY226559,38
CY234450,38
CY232562,38
CY226567,38
CY230173,38
CY226575,38
CY238662,38
CY226615,38
CY238639,38
MK364726,58
MN248043,38
MN248032,38
MK446120,38
MK624503,38
MK445893,58
MN248059,38
MN248048,38
CY249963,38
CY260280,38
MN004506,58
CY257605,38
CY249971,38
MK626421,58
MN004513,58
CY264409,38
MG974877,38
MN004521,58
CY265252,58
MG978899,58
MK745771,38
MK623212,38
MN223029,38
MN248064,38
MK623789,58
CY264433,38
MK624507,38
MK745779,38
MK857508,38
MK624515,38
MN085152,38
MN373114,38
MN085160,38
MN223037,38
MH084077,58
MN230055,58
MH082900,38
MN373127,38
MN319369,38
MH082908,38
MN223042,38
MN424316,38
MH246770,38
MN424326,38
MN223050,38
MH246778,38
MK241054,38
MN230063,58
MH586415,38
MN424334,38
MN373135,38
MH246786,38
MH246794,38
MH246802,38
MH586423,38
MH792786,38
MH586431,38
MH307250,38
MN552971,58
MT035559,58
MT035567,58
MT168376,58
MT168368,58
MT168384,58
MT168392,58
CY167772,58
CY167324,58
CY167340,58
CY167348,58
CY167356,58
CY167364,58
CY167372,58
CY167380,58
CY167388,58
CY167396,58
CY167404,58
CY167412,58
CY167420,58
CY167428,58
CY167436,58
CY167780,58
CY167444,58
CY167452,58
CY167460,58
CY167468,58
CY167476,58
CY167484,38
CY167492,58
CY167500,38
CY167508,38
CY167516,38
CY167524,38
CY167532,38
CY167540,38
CY167548,58
CY167556,58
CY167564,38
CY167572,38
CY167580,58
CY167588,58
CY167596,38
CY167604,38
CY167612,38
CY167620,38
CY167628,38
CY167636,38
CY167644,38
CY167652,38
CY167660,58
CY167668,38
CY167676,38
CY167684,38
CY167692,38
CY167700,38
CY167708,38
CY167716,58
CY167724,58
CY167732,38
CY167740,38
CY167309,58
CY167748,58
CY167756,58
CY167764,38
CY026699,37
CY028451,37
CY028107,37
CY026891,37
CY028075,37
CY026507,37
CY037783,37
CY027723,37
CY027379,37
CY027131,37
CY027243,37
CY027059,37
CY027115,37
CY027475,37
CY028059,37
CY027267,37
CY027419,37
CY028395,37
CY027251,37
CY028003,37
CY037775,37
CY027635,37
CY027451,37
CY027747,37
CY027491,37
CY027731,37
CY028115,37
CY028091,37
CY014984,13
GU052822,13
U20460,13
CY062939,58
CY062947,58
CY062955,58
CY062963,58
CY062779,58
CY063051,58
CY063059,58
CY066671,58
CY071103,58
CY129886,58
KY926119,58
KX412830,38
CY214034,38
MK772658,38
MK624523,38
KT841327,38
MH082916,38
MK631618,58
KX006026,58
KX408275,58
CY214338,58
MH084087,58
MK745784,38
MK772666,38
FJ966982,58
FJ981615,58
FJ981612,58
KT841283,38
KX408371,58
CY216873,58
MH082924,38
MK745792,38
MK772674,38
GQ168861,58
FJ966959,58
GQ457487,58
KX005610,58
CY215034,38
MH082932,38
MK676716,58
KC882639,38
KX412870,38
KX412862,38
CY216913,58
MK676724,58
KX005594,58
CY214826,38
MH246810,38
MK676732,58
GQ117051,58
KX412878,38
KY044108,38
CY218796,58
CY216881,58
MH084093,58
MN002496,38
MK677363,38
GQ168671,58
KT842112,38
KX005202,58
MN002504,38
MK677371,38
CY120992,38
CY113261,38
KX406059,58
CY214818,38
MK677379,38
MN002512,38
KX918964,58
KX918972,58
KX918980,58
CY238553,58
KX918988,58
CY238561,38
KX918996,58
CY238378,58
KX919004,58
CY238569,38
KT840542,38
KX919012,58
KT840519,38
KX919020,58
CY234730,38
KT840361,38
KX919028,58
CY234738,38
KX919036,58
MN223061,38
MK857513,38
KX919044,58
MK856197,58
KT842223,38
KX414065,38
CY220063,38
MK677387,38
KX919052,58
MK856205,58
KX919060,58
MN223069,38
MK857529,38
KX919068,58
MK999818,58
KX919076,58
MN085171,38
MN002517,38
KX919084,58
KX919092,58
MN002525,38
MN085179,38
KX410451,58
MN000501,38
MN223077,38
KX410459,58
MK999826,58
KX416176,38
MK999834,58
KX416184,38
MN002533,38
MN223085,38
KX414073,38
CY220071,38
CY222533,38
MK676740,58
KX416256,38
MN004533,58
KX917260,38
KX915044,58
MN085184,38
MN424342,38
KX917284,38
MN085192,38
MN319377,38
MN424350,38
MN223090,38
KX410611,58
MN424358,38
MN223098,38
KX416320,38
KX917292,38
KX915140,58
KX411491,58
KX917420,38
KY044643,58
KX408483,58
CY220079,38
KX917676,38
KX416968,38
KX416976,38
MK268479,38
MK077464,38
KX411739,58
MK244779,38
MK265398,38
KX917636,38
KX416944,38
MK244859,38
MK265390,38
KX917644,38
KX416952,38
MK364263,58
MK364040,58
KX915620,58
MK364079,58
KX917884,38
KX417008,38
MK363510,38
MK265411,38
KX411899,58
MK364119,58
MK265666,58
MK265673,58
KX412910,38
CY220087,38
MK744175,38
MN002552,38
KX919364,58
MK557673,58
MK364482,58
MK364043,58
MK398838,58
KX919372,58
MK631629,58
MK398798,58
MK475501,58
MK475413,58
KX919388,58
MK474700,38
MK745803,38
MK626437,58
MK626445,58
GQ122097,58
KX413062,38
CY221758,38
MN004541,58
MK716114,58
KX919396,58
MK745811,38
MK557678,58
MK557686,58
MK623797,58
MK745827,38
MK624531,38
MK623805,58
KX919404,58
MK631634,58
KX916692,38
KX409131,58
CY221766,38
MK716122,58
KX916700,38
MT169285,38
MT246087,38
KX916436,38
KX916412,38
KY044161,38
KX916420,38
KX918412,38
KX918404,38
KX916428,38
KX916236,38
KX916884,38
KX916876,38
KT842215,38
KX409139,58
CY217073,58
MT245135,58
MT168416,58
KX916396,38
KY115814,38
KY003578,38
CY208848,38
KY003575,38
CY208824,38
KY003504,38
KY003566,38
KY003503,38
KT843101,38
CY216577,38
MT245143,58
MT168424,58
CY213834,38
KY289497,38
CY211779,38
CY215697,38
CY212818,38
CY212826,38
CY213250,38
CY213138,38
CY228078,38
CY213258,38
CY228125,38
KX406259,58
MT245152,58
CY213146,38
CY213282,38
CY219063,38
CY221782,38
CY226775,38
CY226926,38
CY226934,38
CY226942,38
CY226950,38
CY226958,38
CY226791,38
KX005891,58
CY218873,58
MT245161,58
CY226783,38
CY226966,38
CY226799,38
CY226990,38
GQ160574,58
KC891093,58
CY264697,38
CY218881,58
MT245168,58
KC891540,58
KC891506,58
KC891509,58
KT836147,38
KX414777,38
CY216737,38
MT246095,38
KC882479,38
KT836273,38
KX406835,58
CY216745,38
KX406843,58
CY230373,38
CY226815,38
MT245176,58
KT836326,38
KX406851,58
KX406859,58
CY226823,38
MT303752,58
CY238875,38
CY239912,38
CY240008,38
CY240103,38
CY242230,38
KT836192,38
KX406867,58
KY045074,58
CY226831,38
MT303760,58
CY242326,38
CY242533,58
CY244537,38
CY244545,38
CY250356,38
CY245254,38
CY245262,38
CY247054,38
CY257669,38
CY250083,38
CY257661,38
CY250075,38
CY250603,38
CY257925,38
CY250611,38
CY259874,38
KT836134,38
KX414888,38
CY226839,38
CY250651,38
CY259898,38
CY259906,38
